Day,Measurement,Temperature,Dissolved_Oxygen,pH,Dissolved_Solids,Suspended_Solids
0,0,0.7755439787985641,10.682140141802531,6.973176936189868,3951.7410090557896,820.7961032023121
0,1,26.762211826548665,11.914028526414636,7.5999863131739795,1986.4000414924838,525.8820951162853
0,2,8.535518663683545,5.462520923513313,8.523593924449026,4802.462675464254,185.11319616390153
0,3,30.55212415673885,8.170511426141019,7.482300651990947,1480.6848828280044,831.2222424357285
0,4,17.660339114934008,10.922827108328017,7.03699404626623,1291.7135309753892,392.90374811674957
0,5,3.708218078178607,3.39493523306133,8.138809057735358,4281.0408610507275,841.179781764498
0,6,7.473741754400314,12.009108422047575,7.324911460214747,949.6236236646844,608.8428916415288
0,7,12.119763491545852,13.974858692081453,7.362200875810902,3217.1790901216195,971.6683655434352
0,8,2.4460032651536796,0.8478536453536185,6.887298376181028,4398.608022714997,144.48477598689658
0,9,13.69197684835223,0.20351085972750282,8.731678593272855,2440.2482871770753,104.88107507782641
0,10,15.891187368478349,9.106881080065323,8.009463549933487,3985.3133352699997,400.38131129621746
0,11,7.22580753119241,0.21332998450344243,6.882162574745568,2844.4543737997064,368.1823405026342
0,12,7.2370098674721035,11.002009249448804,8.823287782025508,4587.568360416323,592.5044356057394
0,13,20.28170920767551,8.011051728035314,7.963545330362793,3296.0516240073284,858.269274912122
0,14,9.228955643853684,10.403329146601795,7.690609921283177,1615.6596943778013,719.3635862846062
0,15,27.800065492774024,0.17306893084027175,7.87778401133204,1788.4043579190795,110.93194145426477
0,16,0.07215791589001652,13.579178215125909,8.92297632658211,4435.466635947014,304.27190651002167
0,17,24.79223825479909,3.089561662729418,7.487752904964624,1497.2980909551663,304.63604834557736
0,18,34.57632840255644,6.289190190943932,7.733335171208932,2254.0633043083913,998.8783557509825
0,19,24.52753321305661,13.622299473563974,6.567141531101082,1255.621139725467,637.9112004519042
0,20,1.7900110452423674,0.08981380719129484,7.3883997340727054,403.2596731748417,894.2289622310377
0,21,31.63950690083806,9.516720378543319,7.408771151195553,2772.6377979320396,971.7122320214972
0,22,3.399069059688732,7.962027582772205,7.160711940465988,116.84043219612694,192.25033371943945
0,23,12.593334593136175,5.4672303454802815,7.687024471228818,4444.135053142523,257.1541307182388
0,24,28.286652786893793,7.52213764985814,7.069297999375717,562.7092544830764,931.1056386636716
0,25,34.49600269774783,3.0223673023431306,7.169562903755478,3460.5195320654334,473.86715999899684
0,26,7.359837993420601,4.842991477241452,8.951957792767342,2929.6005066933017,113.71415512372995
0,27,12.875075569671809,3.295898631618596,8.97109840191413,12.906454012670544,308.4541543071663
0,28,0.41598820023087957,0.7647662620079683,8.562635823076047,2338.576903773261,244.54045663907652
0,29,23.265898527839333,12.305920709389442,8.545837950890384,3648.9595783837144,21.96238357781688
0,30,13.391275645011698,9.059291256216873,7.140624298124238,2056.8097843540395,191.1496421978246
0,31,27.081098319265102,0.45047549773036444,8.590435106224446,1905.014929478614,893.5766868223419
0,32,17.11340927277286,13.574057325515852,7.791768699604413,504.64499065981715,124.34005052590236
0,33,28.656393759007596,11.9106725881856,7.072172339422564,2262.8186100597427,485.1445962450507
0,34,15.729778920005186,7.075662633052163,7.51773223575802,3977.002720774246,462.5617902711119
0,35,31.032414976790268,4.325720534958616,7.030623211332171,3908.7265722095162,893.6243349510164
0,36,25.74493927895222,9.004399046639374,8.99030482248894,2177.207000100721,925.6304920286125
0,37,13.545347435265153,9.617824726207191,7.897348954302276,1738.2100511472715,290.3700248920977
0,38,11.090627648418442,8.114237657131794,6.82190790412098,2631.8068421735707,56.76691325500427
0,39,28.182116414592848,3.25764028408567,7.621636291008986,2809.429401596677,315.07226697526494
